id,gender,area,qualification,income,marital_status,vintage,claim_amount,num_policies,policy,type_of_policy,cltv
3848,Female,Urban,Others,More than 10L,1,6,7064,More than 1,B,Platinum,34392
3849,Female,Rural,High School,5L-10L,1,7,0,More than 1,C,Platinum,101136
3850,Male,Rural,Bachelor,5L-10L,1,3,0,More than 1,B,Silver,106296
3851,Male,Rural,Bachelor,More than 10L,0,7,2021,More than 1,B,Platinum,67260
3852,Male,Rural,Bachelor,5L-10L,0,2,6495,More than 1,A,Gold,522600
3853,Male,Rural,High School,5L-10L,1,6,2920,1,A,Silver,48840
3854,Female,Urban,High School,5L-10L,1,7,3482,More than 1,A,Platinum,63972
3855,Female,Rural,High School,5L-10L,1,8,6999,More than 1,B,Platinum,246156
3856,Female,Urban,High School,2L-5L,0,7,3772,More than 1,A,Platinum,59124
3857,Female,Urban,High School,2L-5L,0,4,3416,More than 1,A,Platinum,62244
3858,Female,Urban,Bachelor,5L-10L,0,6,10631,More than 1,A,Platinum,135276
3859,Male,Urban,Bachelor,2L-5L,1,3,6132,More than 1,B,Platinum,61896
3860,Female,Urban,High School,2L-5L,0,8,10705,1,A,Gold,49500
3861,Male,Urban,Bachelor,5L-10L,1,8,2304,More than 1,A,Platinum,62532
3862,Male,Rural,Bachelor,5L-10L,0,2,3095,More than 1,C,Platinum,172884
3863,Male,Urban,Bachelor,5L-10L,1,6,7712,1,B,Platinum,31356
3864,Male,Urban,High School,5L-10L,1,7,5303,1,A,Gold,60312
3865,Male,Rural,Bachelor,5L-10L,0,2,0,1,A,Silver,28608
3866,Male,Rural,High School,More than 10L,0,5,2160,More than 1,B,Platinum,65736
3867,Male,Urban,High School,2L-5L,1,3,3947,More than 1,A,Platinum,59556
3868,Female,Rural,High School,5L-10L,1,1,0,More than 1,A,Gold,70080
3869,Female,Urban,Bachelor,5L-10L,0,6,5399,More than 1,A,Gold,56412
3870,Male,Urban,High School,5L-10L,0,2,7522,More than 1,A,Platinum,111312
3871,Male,Rural,Bachelor,5L-10L,1,4,0,1,B,Silver,33732
3872,Male,Urban,High School,5L-10L,1,4,4327,1,A,Platinum,34140
3873,Male,Urban,High School,More than 10L,0,8,0,More than 1,B,Platinum,130776
3874,Male,Rural,High School,5L-10L,1,5,3926,1,A,Gold,52272
3875,Male,Rural,High School,5L-10L,1,5,0,1,A,Silver,32268
3876,Female,Rural,Bachelor,More than 10L,0,7,4044,More than 1,A,Platinum,74076
3877,Female,Urban,High School,5L-10L,0,3,8221,More than 1,B,Silver,182184
3878,Male,Urban,High School,2L-5L,1,7,5902,More than 1,B,Platinum,56292
3879,Female,Urban,High School,5L-10L,0,2,2015,More than 1,A,Platinum,58968
3880,Male,Urban,High School,2L-5L,1,8,9172,More than 1,C,Silver,51780
3881,Male,Rural,High School,5L-10L,0,8,2052,More than 1,A,Silver,332892
3882,Female,Rural,High School,5L-10L,1,7,0,More than 1,A,Platinum,61296
3883,Female,Rural,High School,2L-5L,1,3,0,More than 1,B,Gold,59184
3884,Female,Rural,Bachelor,5L-10L,1,1,2091,1,B,Platinum,33840
3885,Male,Rural,High School,5L-10L,0,7,0,More than 1,B,Platinum,71928
3886,Female,Rural,High School,5L-10L,1,7,6991,More than 1,A,Silver,73176
3887,Female,Urban,Bachelor,5L-10L,1,6,4459,More than 1,A,Platinum,34920
3888,Female,Rural,Others,More than 10L,0,0,2925,1,A,Gold,38748
3889,Male,Urban,Bachelor,5L-10L,1,7,2665,More than 1,A,Platinum,55200
3890,Male,Urban,High School,5L-10L,0,3,2486,More than 1,A,Platinum,62340
3891,Female,Urban,Bachelor,5L-10L,1,2,3246,More than 1,A,Silver,107436
3892,Male,Urban,High School,5L-10L,1,2,5789,More than 1,A,Silver,63444
3893,Male,Rural,Bachelor,5L-10L,1,3,0,1,B,Silver,39084
3894,Female,Rural,Bachelor,5L-10L,1,6,5164,More than 1,A,Silver,261828
3895,Male,Urban,Bachelor,5L-10L,1,6,10612,More than 1,A,Silver,105024
3896,Male,Rural,Bachelor,5L-10L,0,6,0,More than 1,B,Platinum,62796
3897,Female,Urban,High School,<=2L,1,1,8447,More than 1,C,Platinum,176112
3898,Male,Urban,High School,2L-5L,1,2,5950,More than 1,C,Platinum,313620
3899,Female,Rural,Bachelor,5L-10L,1,6,0,1,B,Silver,32124
3900,Female,Urban,High School,2L-5L,1,7,6064,More than 1,B,Gold,66408
3901,Male,Urban,Bachelor,5L-10L,1,2,2665,More than 1,A,Platinum,73584
3902,Male,Urban,Bachelor,5L-10L,1,7,2045,More than 1,A,Gold,96192
3903,Male,Rural,Bachelor,5L-10L,0,1,0,1,C,Platinum,36120
3904,Female,Urban,Others,More than 10L,0,2,3580,1,A,Platinum,56088
3905,Female,Urban,High School,2L-5L,0,4,4077,More than 1,A,Gold,76512
3906,Female,Rural,High School,5L-10L,0,8,3709,More than 1,A,Platinum,67896
3907,Female,Rural,Bachelor,5L-10L,0,8,0,1,B,Silver,35196
3908,Female,Rural,Bachelor,More than 10L,1,8,3376,More than 1,A,Gold,264264
3909,Female,Urban,High School,2L-5L,1,4,6666,More than 1,A,Gold,58680
3910,Female,Urban,Bachelor,2L-5L,0,7,9649,More than 1,A,Gold,188268
3911,Male,Rural,Others,5L-10L,1,0,2296,1,B,Silver,33924
3912,Male,Rural,Bachelor,5L-10L,1,6,3024,1,A,Gold,106248
3913,Male,Urban,High School,5L-10L,1,2,5735,1,A,Platinum,64608
3914,Male,Rural,Bachelor,5L-10L,1,5,2490,1,A,Gold,47856
3915,Female,Urban,High School,2L-5L,0,8,6352,More than 1,B,Platinum,190848
3916,Female,Urban,High School,5L-10L,1,2,10118,More than 1,A,Platinum,99060
3917,Male,Rural,Bachelor,More than 10L,1,0,0,More than 1,A,Platinum,63288
3918,Male,Urban,High School,2L-5L,0,1,13653,More than 1,C,Gold,105024
3919,Male,Urban,Bachelor,5L-10L,0,5,6650,More than 1,B,Platinum,142752
3920,Female,Rural,Bachelor,5L-10L,0,1,0,More than 1,A,Silver,70260
3921,Male,Urban,Bachelor,5L-10L,0,2,5493,1,A,Gold,34284
3922,Male,Urban,High School,5L-10L,0,2,11666,More than 1,A,Platinum,111936
3923,Female,Urban,High School,5L-10L,0,2,0,More than 1,A,Platinum,42660
3924,Female,Urban,High School,5L-10L,1,8,8359,More than 1,B,Silver,63756
3925,Female,Urban,High School,5L-10L,0,6,7133,More than 1,A,Gold,264264
3926,Male,Urban,Bachelor,5L-10L,1,6,6274,More than 1,A,Gold,93024
3927,Male,Rural,Bachelor,2L-5L,0,6,5424,More than 1,B,Gold,61848
3928,Female,Urban,Bachelor,5L-10L,1,7,3164,More than 1,A,Platinum,75144
3929,Male,Rural,Bachelor,5L-10L,1,6,4231,More than 1,A,Platinum,61140
3930,Male,Urban,High School,2L-5L,1,6,6762,More than 1,A,Gold,66684
3931,Female,Rural,High School,2L-5L,0,6,0,More than 1,A,Platinum,107688
3932,Female,Urban,High School,2L-5L,1,7,5793,1,B,Platinum,66840
3933,Male,Urban,Bachelor,5L-10L,1,6,6061,1,A,Gold,47688
3934,Female,Rural,Others,More than 10L,0,1,0,1,B,Gold,54204
3935,Male,Urban,High School,5L-10L,0,6,6021,1,A,Silver,65568
3936,Male,Urban,High School,5L-10L,1,4,6298,1,A,Gold,35544
3937,Male,Urban,High School,5L-10L,1,8,2314,1,C,Platinum,33948
3938,Male,Urban,High School,5L-10L,1,6,3666,More than 1,A,Silver,64728
3939,Female,Urban,High School,2L-5L,1,8,3780,1,B,Gold,30564
3940,Male,Urban,Others,2L-5L,0,7,11888,More than 1,B,Gold,93360
3941,Male,Rural,Bachelor,2L-5L,1,7,2123,1,A,Silver,30912
3942,Male,Urban,High School,5L-10L,1,7,2469,1,A,Gold,31884
3943,Male,Rural,Bachelor,2L-5L,0,8,3128,1,B,Silver,49380
3944,Male,Rural,High School,5L-10L,1,4,6547,More than 1,A,Silver,236976
3945,Male,Rural,Bachelor,5L-10L,1,4,0,More than 1,A,Silver,58500
3946,Female,Urban,High School,2L-5L,0,6,8488,More than 1,A,Silver,173304
3947,Female,Urban,High School,5L-10L,1,3,2996,More than 1,A,Platinum,89916
3948,Female,Urban,High School,2L-5L,0,4,4777,More than 1,A,Gold,353772
3949,Male,Urban,High School,5L-10L,1,4,0,More than 1,B,Platinum,67776
3950,Male,Urban,Bachelor,2L-5L,0,3,4281,More than 1,B,Gold,126060
3951,Male,Urban,High School,5L-10L,1,1,5819,1,A,Silver,61824
3952,Female,Urban,High School,5L-10L,1,8,5274,More than 1,A,Platinum,45948
3953,Male,Urban,High School,5L-10L,0,6,7074,More than 1,A,Platinum,74952
3954,Female,Urban,Others,5L-10L,1,4,5703,1,A,Gold,33504
3955,Male,Urban,High School,5L-10L,1,7,3538,More than 1,A,Platinum,244884
3956,Male,Urban,Bachelor,More than 10L,0,0,2240,1,C,Silver,33576
3957,Female,Urban,High School,2L-5L,0,6,5646,More than 1,A,Silver,63132
3958,Male,Urban,High School,5L-10L,0,7,9069,More than 1,A,Platinum,107280
3959,Male,Urban,Others,5L-10L,1,2,6469,More than 1,A,Gold,100428
3960,Male,Urban,Bachelor,5L-10L,1,7,6591,More than 1,A,Platinum,66264
3961,Female,Urban,High School,5L-10L,0,8,0,More than 1,C,Silver,69072
3962,Female,Urban,High School,5L-10L,0,5,2093,More than 1,A,Gold,48996
3963,Male,Urban,High School,5L-10L,0,6,21806,More than 1,C,Gold,69816
3964,Male,Urban,High School,2L-5L,0,8,0,More than 1,B,Platinum,152820
3965,Male,Urban,Bachelor,5L-10L,1,4,3837,More than 1,A,Platinum,62376
3966,Female,Urban,High School,5L-10L,1,8,3600,More than 1,A,Gold,91152
3967,Female,Rural,Bachelor,5L-10L,1,6,0,1,A,Platinum,34920
3968,Female,Urban,Bachelor,5L-10L,0,2,0,More than 1,A,Platinum,68028
3969,Male,Urban,High School,2L-5L,0,7,6545,More than 1,B,Gold,176664
3970,Male,Urban,Bachelor,5L-10L,1,7,6631,More than 1,B,Platinum,73212
3971,Female,Urban,Bachelor,5L-10L,0,6,3839,More than 1,C,Platinum,200532
3972,Male,Urban,High School,5L-10L,1,7,5797,More than 1,A,Gold,167172
3973,Female,Urban,High School,5L-10L,1,2,3943,More than 1,A,Platinum,116868
3974,Male,Urban,High School,More than 10L,0,6,0,More than 1,B,Platinum,30516
3975,Male,Rural,High School,5L-10L,1,0,3308,1,A,Platinum,317736
3976,Female,Rural,High School,5L-10L,1,4,3369,More than 1,A,Platinum,66072
3977,Female,Rural,Bachelor,2L-5L,0,5,0,1,C,Gold,59616
3978,Male,Urban,Bachelor,5L-10L,0,1,7265,More than 1,A,Silver,99144
3979,Male,Urban,Bachelor,2L-5L,1,5,4125,1,B,Silver,65208
3980,Male,Urban,High School,2L-5L,1,6,5946,More than 1,A,Platinum,76308
3981,Male,Urban,High School,More than 10L,0,0,2090,1,B,Silver,36252
3982,Female,Urban,High School,5L-10L,1,8,3683,More than 1,A,Platinum,67200
3983,Male,Rural,Bachelor,More than 10L,0,0,0,1,A,Platinum,61584
3984,Female,Urban,High School,5L-10L,0,6,6886,More than 1,B,Gold,143628
3985,Male,Rural,High School,5L-10L,0,3,0,1,A,Platinum,62148
3986,Male,Urban,Bachelor,2L-5L,1,5,5861,1,A,Platinum,30324
3987,Female,Urban,High School,5L-10L,1,7,4238,More than 1,A,Gold,113724
3988,Male,Urban,Bachelor,5L-10L,1,6,7278,More than 1,A,Gold,59652
3989,Female,Rural,Bachelor,2L-5L,1,0,0,1,B,Silver,59004
3990,Male,Urban,Others,5L-10L,1,4,3922,1,A,Platinum,69540
3991,Male,Rural,Bachelor,5L-10L,0,7,3632,More than 1,B,Gold,64404
3992,Male,Urban,Bachelor,5L-10L,1,5,4335,More than 1,A,Platinum,64716
3993,Female,Urban,Bachelor,2L-5L,0,6,5969,1,A,Platinum,48396
3994,Female,Rural,Bachelor,5L-10L,1,7,0,More than 1,B,Platinum,68376
3995,Male,Urban,Bachelor,5L-10L,1,8,4077,1,A,Silver,34380
3996,Female,Urban,Bachelor,2L-5L,1,1,2845,More than 1,B,Platinum,60720
3997,Male,Rural,High School,5L-10L,1,7,2071,More than 1,B,Platinum,33828
3998,Female,Rural,High School,5L-10L,1,7,2512,More than 1,B,Gold,72360
3999,Female,Urban,Bachelor,<=2L,0,3,5779,More than 1,B,Platinum,57096
4000,Female,Rural,Bachelor,5L-10L,0,5,0,More than 1,A,Platinum,67956
4001,Female,Urban,High School,5L-10L,1,5,3704,More than 1,A,Platinum,92004
4002,Female,Rural,Others,More than 10L,0,6,0,1,B,Platinum,45552
4003,Female,Urban,Bachelor,5L-10L,1,2,3359,More than 1,A,Platinum,98736
4004,Male,Urban,High School,5L-10L,1,1,3971,More than 1,A,Platinum,58788
4005,Female,Urban,High School,5L-10L,0,1,5258,More than 1,A,Silver,255036
4006,Male,Urban,Bachelor,5L-10L,1,8,6539,More than 1,A,Platinum,63924
4007,Female,Urban,Bachelor,2L-5L,0,3,10571,More than 1,A,Platinum,64716
4008,Male,Urban,Bachelor,5L-10L,1,7,4799,More than 1,A,Platinum,66996
4009,Female,Rural,High School,5L-10L,1,4,2581,1,A,Gold,30180
4010,Female,Rural,High School,5L-10L,1,7,0,1,B,Silver,66984
4011,Male,Urban,High School,5L-10L,1,4,8092,More than 1,A,Gold,53544
4012,Male,Urban,Bachelor,5L-10L,1,6,2991,More than 1,A,Platinum,173652
4013,Male,Urban,High School,5L-10L,1,6,6875,More than 1,A,Gold,99336
4014,Male,Urban,High School,2L-5L,1,7,5324,1,B,Silver,33876
4015,Female,Rural,High School,5L-10L,0,8,5314,1,B,Platinum,44160
4016,Female,Urban,High School,5L-10L,1,3,3874,More than 1,C,Silver,65592
4017,Female,Urban,High School,5L-10L,1,4,4098,1,A,Platinum,54264
4018,Female,Urban,High School,More than 10L,0,6,5094,More than 1,A,Silver,479088
4019,Male,Rural,Bachelor,5L-10L,1,7,3058,More than 1,A,Gold,67308
4020,Female,Urban,High School,<=2L,0,6,6384,More than 1,A,Platinum,100752
4021,Female,Urban,High School,5L-10L,0,8,5276,More than 1,A,Gold,160092
4022,Male,Urban,High School,<=2L,0,7,15306,More than 1,A,Platinum,56160
4023,Male,Urban,Bachelor,5L-10L,1,3,5816,1,B,Silver,33324
4024,Male,Urban,High School,2L-5L,0,0,11726,More than 1,A,Silver,455496
4025,Male,Urban,High School,2L-5L,0,7,4024,1,A,Silver,34584
4026,Female,Rural,High School,5L-10L,0,8,0,1,A,Platinum,62100
4027,Female,Urban,Bachelor,5L-10L,1,5,3847,More than 1,A,Platinum,123216
4028,Female,Urban,High School,5L-10L,1,5,0,More than 1,A,Platinum,297252
4029,Male,Rural,High School,5L-10L,1,4,3164,More than 1,A,Platinum,60144
4030,Female,Urban,High School,5L-10L,0,4,8824,More than 1,C,Silver,214956
4031,Male,Urban,Bachelor,5L-10L,1,7,3339,1,A,Platinum,30480
4032,Male,Urban,Bachelor,5L-10L,1,6,3135,1,A,Platinum,32580
4033,Male,Urban,High School,5L-10L,0,0,6110,1,A,Platinum,31212
4034,Female,Urban,High School,5L-10L,0,5,4986,More than 1,A,Platinum,102768
4035,Male,Urban,High School,5L-10L,0,1,9063,More than 1,A,Platinum,64092
4036,Female,Urban,Bachelor,5L-10L,1,7,5174,More than 1,A,Gold,93456
4037,Female,Rural,High School,More than 10L,1,6,0,1,B,Platinum,64656
4038,Male,Urban,Bachelor,2L-5L,1,1,6467,More than 1,A,Platinum,61152
4039,Female,Urban,High School,2L-5L,1,5,3831,More than 1,A,Gold,96204
4040,Female,Rural,High School,5L-10L,0,6,3516,1,B,Platinum,46620
4041,Female,Urban,Bachelor,5L-10L,1,6,0,More than 1,A,Silver,148164
4042,Male,Rural,High School,2L-5L,0,4,3720,1,B,Gold,67584
4043,Male,Urban,High School,5L-10L,0,5,2472,More than 1,A,Gold,103680
4044,Male,Urban,Bachelor,5L-10L,1,0,5600,1,A,Gold,48336
4045,Female,Urban,Bachelor,5L-10L,1,8,10260,More than 1,A,Platinum,67152
4046,Male,Urban,High School,2L-5L,1,5,5636,1,A,Silver,31788
4047,Female,Urban,Bachelor,2L-5L,1,2,4379,1,A,Platinum,62868
4048,Male,Rural,Bachelor,2L-5L,1,8,3362,More than 1,A,Platinum,98088
4049,Female,Urban,Bachelor,5L-10L,1,6,5828,1,A,Gold,31008
4050,Female,Rural,Bachelor,More than 10L,1,3,0,More than 1,B,Platinum,70308
4051,Female,Rural,Others,5L-10L,0,2,3757,1,A,Silver,27984
4052,Female,Urban,Bachelor,2L-5L,0,1,5431,More than 1,A,Silver,94836
4053,Male,Urban,Bachelor,5L-10L,1,5,5054,1,A,Gold,34956
4054,Female,Urban,Bachelor,5L-10L,1,5,4674,1,A,Gold,34128
4055,Male,Urban,High School,5L-10L,0,8,7371,More than 1,A,Platinum,63384
4056,Female,Rural,Bachelor,More than 10L,1,2,3035,More than 1,A,Platinum,104772
4057,Male,Urban,Bachelor,More than 10L,0,1,6356,More than 1,B,Platinum,52764
4058,Female,Rural,Others,More than 10L,0,8,0,1,C,Silver,36360
4059,Male,Urban,High School,2L-5L,0,4,5752,1,A,Silver,32124
4060,Male,Urban,Bachelor,5L-10L,1,8,7561,More than 1,A,Platinum,375828
4061,Male,Urban,Bachelor,5L-10L,1,3,12896,More than 1,A,Platinum,207636
4062,Male,Urban,High School,2L-5L,0,6,3768,1,A,Silver,57348
4063,Female,Urban,High School,2L-5L,0,8,5749,More than 1,A,Gold,88116
4064,Male,Urban,High School,2L-5L,0,2,6622,More than 1,B,Silver,307188
4065,Male,Rural,Bachelor,2L-5L,1,8,4530,1,B,Platinum,55668
4066,Female,Urban,Bachelor,5L-10L,0,5,5129,More than 1,A,Gold,95952
4067,Male,Rural,Bachelor,2L-5L,1,7,10004,More than 1,A,Platinum,70800
4068,Male,Urban,Bachelor,5L-10L,1,5,3301,More than 1,B,Platinum,61764
4069,Male,Urban,High School,5L-10L,0,6,5498,More than 1,A,Platinum,101220
4070,Male,Rural,High School,5L-10L,0,8,0,More than 1,A,Platinum,64848
4071,Male,Urban,High School,5L-10L,1,3,4590,1,B,Gold,69732
4072,Female,Rural,High School,5L-10L,1,5,2109,More than 1,B,Platinum,528564
4073,Female,Urban,High School,5L-10L,1,6,3432,1,A,Platinum,65160
4074,Female,Rural,High School,5L-10L,1,1,0,More than 1,A,Platinum,520908
4075,Male,Rural,High School,5L-10L,1,3,0,More than 1,A,Gold,63552
4076,Male,Rural,High School,5L-10L,1,4,4315,More than 1,A,Platinum,66804
4077,Female,Urban,High School,2L-5L,0,5,6306,1,A,Gold,65736
4078,Female,Urban,Bachelor,5L-10L,1,5,5304,More than 1,A,Gold,163308
4079,Female,Urban,Bachelor,5L-10L,0,6,8962,More than 1,A,Platinum,107664
4080,Male,Urban,High School,2L-5L,1,7,10263,1,A,Gold,33300
4081,Female,Urban,High School,2L-5L,0,5,7714,More than 1,A,Gold,97932
4082,Female,Urban,High School,5L-10L,1,4,4089,More than 1,B,Silver,60192
4083,Female,Rural,High School,5L-10L,0,6,0,1,B,Platinum,31836
4084,Female,Urban,Bachelor,5L-10L,0,5,6395,More than 1,A,Platinum,65484
4085,Female,Urban,Bachelor,5L-10L,0,7,4722,More than 1,B,Silver,66300
4086,Female,Urban,High School,5L-10L,0,0,5864,More than 1,A,Gold,129804
4087,Female,Urban,High School,5L-10L,0,0,2198,More than 1,A,Platinum,115272
4088,Female,Rural,Bachelor,2L-5L,1,6,0,More than 1,B,Platinum,59808
4089,Female,Rural,Bachelor,5L-10L,0,5,0,More than 1,B,Gold,52824
4090,Male,Rural,Bachelor,More than 10L,0,8,2829,More than 1,A,Gold,271500
4091,Male,Urban,Bachelor,2L-5L,0,7,3974,More than 1,B,Silver,63324
4092,Male,Urban,Bachelor,5L-10L,1,7,0,More than 1,A,Platinum,66864
4093,Female,Rural,High School,5L-10L,0,2,0,More than 1,A,Gold,62928
4094,Female,Urban,Bachelor,5L-10L,0,1,3612,More than 1,B,Platinum,61500
4095,Female,Urban,High School,2L-5L,1,6,4310,More than 1,B,Gold,36936
4096,Male,Rural,Bachelor,5L-10L,0,5,3082,1,B,Silver,44244
4097,Male,Urban,Bachelor,5L-10L,0,1,4637,1,A,Platinum,64068
4098,Female,Urban,Bachelor,5L-10L,1,6,0,More than 1,A,Platinum,145392
4099,Female,Urban,High School,More than 10L,0,7,5499,More than 1,B,Silver,66888
4100,Female,Urban,High School,5L-10L,0,3,23267,More than 1,A,Silver,59592
4101,Male,Rural,High School,5L-10L,0,1,2189,1,A,Gold,34080
4102,Male,Urban,High School,2L-5L,1,6,2859,More than 1,A,Platinum,58620
4103,Female,Urban,High School,2L-5L,0,0,3943,More than 1,B,Gold,65604
4104,Male,Urban,Bachelor,2L-5L,1,8,6733,More than 1,C,Gold,284712
4105,Male,Urban,Bachelor,More than 10L,1,5,5335,More than 1,B,Platinum,69516
4106,Male,Urban,Bachelor,5L-10L,1,7,9005,More than 1,A,Platinum,107196
4107,Male,Urban,High School,5L-10L,0,2,2667,More than 1,A,Platinum,59016
4108,Male,Rural,Bachelor,5L-10L,1,3,2686,More than 1,B,Silver,64992
4109,Female,Urban,High School,2L-5L,1,8,3957,More than 1,A,Gold,120096
4110,Male,Urban,High School,5L-10L,1,0,4036,1,B,Platinum,50136
4111,Female,Rural,High School,5L-10L,1,4,0,1,B,Platinum,34164
4112,Female,Urban,High School,5L-10L,0,5,6323,More than 1,A,Platinum,69264
4113,Female,Urban,Bachelor,2L-5L,1,5,7443,More than 1,A,Platinum,437280
4114,Female,Rural,Bachelor,More than 10L,1,3,4367,More than 1,A,Silver,107232
4115,Female,Urban,Bachelor,5L-10L,0,8,4807,More than 1,A,Platinum,141744
4116,Male,Urban,High School,5L-10L,1,2,2998,More than 1,A,Gold,96024
4117,Male,Urban,Bachelor,More than 10L,1,3,0,1,A,Platinum,40812
4118,Female,Urban,Bachelor,5L-10L,1,7,6375,More than 1,B,Gold,95424
4119,Male,Rural,Bachelor,More than 10L,1,5,2117,More than 1,A,Platinum,96804
4120,Male,Urban,Bachelor,2L-5L,1,6,7439,More than 1,B,Platinum,56064
4121,Male,Urban,High School,More than 10L,1,2,0,More than 1,C,Silver,53604
4122,Male,Urban,Bachelor,<=2L,0,4,9757,1,B,Silver,106512
4123,Male,Urban,High School,5L-10L,0,6,0,More than 1,B,Platinum,64008
4124,Male,Rural,High School,5L-10L,0,2,7363,More than 1,A,Silver,98148
4125,Male,Urban,Bachelor,<=2L,1,6,7792,1,A,Silver,36120
4126,Female,Urban,High School,5L-10L,0,3,3249,More than 1,C,Gold,100284
4127,Male,Rural,Others,5L-10L,0,2,2214,More than 1,A,Platinum,60408
4128,Female,Urban,Bachelor,5L-10L,1,3,4378,1,A,Platinum,214020
4129,Male,Urban,High School,5L-10L,0,5,9616,More than 1,A,Platinum,92292
4130,Female,Urban,Bachelor,More than 10L,0,2,0,More than 1,A,Platinum,252816
4131,Male,Urban,Bachelor,5L-10L,0,5,3465,1,A,Platinum,32496
4132,Male,Urban,Bachelor,5L-10L,1,5,5396,More than 1,A,Platinum,70872
4133,Female,Urban,Bachelor,<=2L,0,6,5690,1,A,Platinum,54264
4134,Female,Rural,Bachelor,5L-10L,0,8,3552,1,A,Platinum,132252
4135,Female,Urban,High School,More than 10L,0,1,6991,More than 1,A,Gold,63000
4136,Female,Urban,High School,2L-5L,0,3,4126,More than 1,A,Platinum,59436
4137,Female,Urban,High School,5L-10L,1,6,5494,More than 1,A,Platinum,86532
4138,Female,Urban,Bachelor,2L-5L,1,7,5312,More than 1,B,Gold,70932
4139,Female,Rural,High School,5L-10L,1,3,4546,More than 1,A,Platinum,57936
4140,Male,Rural,Bachelor,More than 10L,0,7,9917,More than 1,B,Silver,63732
4141,Male,Urban,High School,2L-5L,0,1,8222,More than 1,B,Gold,72156
4142,Male,Urban,High School,5L-10L,1,6,4229,More than 1,A,Silver,56316
4143,Male,Rural,High School,5L-10L,1,6,5191,More than 1,A,Platinum,364644
4144,Female,Urban,Bachelor,5L-10L,1,2,5301,1,C,Platinum,45084
4145,Male,Rural,High School,5L-10L,1,2,2231,More than 1,C,Platinum,79224
4146,Female,Urban,Bachelor,5L-10L,1,4,13170,1,A,Platinum,33132
4147,Male,Urban,Bachelor,2L-5L,1,7,5084,More than 1,A,Gold,92976
4148,Female,Rural,High School,5L-10L,1,5,4984,More than 1,B,Platinum,31344
4149,Female,Rural,High School,5L-10L,0,6,0,More than 1,A,Silver,59424
4150,Male,Urban,Bachelor,More than 10L,0,1,4328,More than 1,A,Platinum,109152
4151,Male,Rural,High School,5L-10L,1,6,0,1,B,Silver,49248
4152,Female,Urban,Bachelor,2L-5L,1,5,4031,More than 1,C,Gold,101376
4153,Female,Urban,High School,2L-5L,0,4,5459,More than 1,A,Platinum,352224
4154,Female,Urban,High School,2L-5L,0,1,5014,More than 1,A,Gold,429204
4155,Female,Urban,Bachelor,5L-10L,0,3,4867,More than 1,A,Platinum,177960
4156,Female,Rural,Bachelor,2L-5L,1,1,0,1,A,Gold,52728
4157,Female,Rural,Bachelor,5L-10L,0,8,2236,1,A,Platinum,54696
4158,Female,Urban,Bachelor,5L-10L,1,6,3311,1,A,Gold,53376
4159,Male,Urban,High School,5L-10L,1,1,9885,More than 1,A,Silver,187428
4160,Male,Urban,High School,2L-5L,1,6,5665,1,A,Platinum,115824
4161,Male,Urban,High School,2L-5L,0,1,16338,More than 1,C,Gold,132996
4162,Male,Urban,Bachelor,More than 10L,1,7,7510,1,B,Platinum,57576
4163,Male,Urban,Others,More than 10L,0,2,6051,More than 1,A,Platinum,63696
4164,Female,Rural,High School,5L-10L,1,6,2050,1,A,Gold,64428
4165,Male,Urban,High School,5L-10L,0,0,0,1,A,Platinum,71448
4166,Female,Urban,Bachelor,2L-5L,0,1,3875,More than 1,A,Platinum,121032
4167,Male,Urban,Bachelor,5L-10L,1,6,4525,More than 1,C,Silver,122064
4168,Male,Urban,High School,2L-5L,1,6,7420,More than 1,B,Platinum,168768
4169,Female,Rural,Bachelor,More than 10L,0,5,0,More than 1,A,Gold,101196
4170,Male,Urban,High School,5L-10L,1,6,2579,More than 1,A,Gold,343404
4171,Female,Urban,Bachelor,<=2L,0,3,5875,More than 1,A,Silver,161472
4172,Male,Urban,High School,2L-5L,1,0,10344,More than 1,A,Platinum,107796
4173,Female,Urban,High School,5L-10L,1,5,0,1,C,Silver,51624
4174,Female,Urban,High School,5L-10L,0,6,3568,More than 1,C,Gold,64044
4175,Female,Rural,High School,5L-10L,1,6,0,1,B,Silver,33696
4176,Female,Urban,Bachelor,More than 10L,0,4,7228,1,A,Platinum,62832
4177,Female,Urban,Bachelor,More than 10L,0,6,2598,1,A,Platinum,60528
4178,Male,Urban,High School,5L-10L,1,3,6325,More than 1,A,Gold,96372
4179,Male,Urban,High School,2L-5L,1,6,6355,More than 1,A,Silver,196980
4180,Male,Urban,High School,5L-10L,0,8,13143,More than 1,C,Platinum,66768
4181,Male,Urban,High School,5L-10L,0,6,10879,More than 1,A,Gold,238536
4182,Male,Urban,High School,5L-10L,1,7,0,More than 1,B,Gold,94644
4183,Male,Urban,High School,2L-5L,0,8,3747,More than 1,C,Platinum,252324
4184,Male,Urban,Bachelor,2L-5L,1,2,3842,More than 1,A,Silver,102228
4185,Female,Urban,High School,5L-10L,1,8,9572,More than 1,C,Platinum,34416
4186,Male,Urban,Bachelor,2L-5L,0,8,4123,More than 1,B,Platinum,102300
4187,Female,Urban,Bachelor,2L-5L,1,6,5431,1,C,Gold,35856
4188,Male,Urban,High School,2L-5L,0,0,2258,More than 1,B,Gold,71664
4189,Male,Urban,Bachelor,5L-10L,0,4,9782,More than 1,A,Platinum,60576
